Title,NP without modification,Surface modification,SizeTEM (nm),Zeta potential,Incubation protein source,Incubation plasma concentration (v/v%),Incubation NP concentration (mg/L),Centrifugation speed (g),Centrifugation time （min）,Certrifugation temperature (℃),NP type,NP shape,Dispersion medium,Dispersion medium pH,SizeDLS (nm),PDI,Incubation culture,Incubation time (h),Incubation temperature (℃),Centrifugation repetitions,Modification type,Individual proteins,P02647,P02768,P04264,P13645,P35908,P35527,P02788,P02533
Surface proteomics on nanoparticles: a step to simplify the rapid prototyping of nanoparticles,TiO2,none,10,-5.87,FBS,10,100,2700,5,4,metal,powder,cell culture,7.4,880.7,0.396,buffer,1,37,1,Cationic,,7.29,3.72,0.03,0,0,0,0,0
Surface proteomics on nanoparticles: a step to simplify the rapid prototyping of nanoparticles,TiO2,none,10,-5.87,FBS,10,100,2700,5,4,metal,powder,cell culture,7.4,880.7,0.396,buffer,1,37,1,Cationic,,9.51,2.64,0.04,0,0.03,0.01,0,0
Surface proteomics on nanoparticles: a step to simplify the rapid prototyping of nanoparticles,TiO2,none,10,-5.87,FBS,10,100,2700,5,4,metal,powder,cell culture,7.4,880.7,0.396,buffer,1,37,1,Cationic,,3.77,3.16,0.69,0,0.03,0.3,0,0
Surface proteomics on nanoparticles: a step to simplify the rapid prototyping of nanoparticles,TiO2,none,10,-5.87,FBS,10,100,2700,5,4,metal,powder,cell culture,7.4,880.7,0.396,buffer,1,37,1,Cationic,,3.72,2.82,0.27,0,0,0.08,0,0
Surface proteomics on nanoparticles: a step to simplify the rapid prototyping of nanoparticles,TiO2,none,10,-9.62,FBS,10,100,2700,5,4,metal,powder,water,7,858.5,0.241,buffer,1,37,1,Cationic,,5.08,4.37,0.01,0,0,0,0,0
Surface proteomics on nanoparticles: a step to simplify the rapid prototyping of nanoparticles,TiO2,none,10,-9.62,FBS,10,100,2700,5,4,metal,powder,water,7,858.5,0.241,buffer,1,37,1,Cationic,,5.47,4.35,0.04,0,0,0.01,0,0
Surface proteomics on nanoparticles: a step to simplify the rapid prototyping of nanoparticles,TiO2,none,10,-9.62,FBS,10,100,2700,5,4,metal,powder,water,7,858.5,0.241,buffer,1,37,1,Cationic,,7.29,3.72,0.03,0,0,0,0,0
Surface proteomics on nanoparticles: a step to simplify the rapid prototyping of nanoparticles,TiO2,none,10,-9.62,FBS,10,100,2700,5,4,metal,powder,water,7,858.5,0.241,buffer,1,37,1,Cationic,,9.51,2.64,0.04,0,0.03,0.01,0,0
Surface proteomics on nanoparticles: a step to simplify the rapid prototyping of nanoparticles,TiO2,none,10,-9.62,FBS,10,100,2700,5,4,metal,powder,water,7,858.5,0.241,buffer,1,37,1,Cationic,,3.77,3.16,0.69,0,0.03,0.3,0,0
Surface proteomics on nanoparticles: a step to simplify the rapid prototyping of nanoparticles,TiO2,none,10,-9.62,FBS,10,100,2700,5,4,metal,powder,water,7,858.5,0.241,buffer,1,37,1,Cationic,,3.72,2.82,0.27,0,0,0.08,0,0
Tailored Dual PEGylation of Inorganic Porous Nanocarriers for Extremely Long Blood Circulation in Vivo,Si,PEG,184,0,RP,50,166.7,15000,20,25,other,sphere,water,7,184,0.126944444,buffer,0.25,37,1,Neutral,,3.7,2.58,0.71,0.17,0.02,0,0,0.45
Tailored Dual PEGylation of Inorganic Porous Nanocarriers for Extremely Long Blood Circulation in Vivo,Si,PEG,184,0,RP,50,166.7,15000,20,25,other,sphere,water,7,184,0.126944444,buffer,1.5,37,1,Neutral,,2.15,2.86,0.47,0.17,0.02,0,0,0.35
Tailored Dual PEGylation of Inorganic Porous Nanocarriers for Extremely Long Blood Circulation in Vivo,Si,none,82,-37,RP,50,166.7,15000,20,25,other,sphere,water,7,165,0.126944444,buffer,0.25,37,1,Neutral,,2.95,3.51,0.05,0.02,0.07,0,0,0.02
Tailored Dual PEGylation of Inorganic Porous Nanocarriers for Extremely Long Blood Circulation in Vivo,Si,none,82,-37,RP,50,166.7,15000,20,25,other,sphere,water,7,165,0.126944444,buffer,1.5,37,1,Neutral,,2.15,2.49,0.13,0.12,0.02,0,0,0
Time evolution of nanoparticle-protein corona in human plasma: Relevance for targeted drug delivery,DC-Chol-DOPE,none,130,55,HP,50,500,14000,15,25,liposome,sphere,water,7,130,0.2,buffer,0.016666667,37,1,Neutral,,0.06,0.15,0,0.07,0.04,1.24,0,0.19
Time evolution of nanoparticle-protein corona in human plasma: Relevance for targeted drug delivery,DC-Chol-DOPE,none,130,55,HP,50,500,14000,15,25,liposome,sphere,water,7,130,0.2,buffer,0.5,37,1,Neutral,,0,0.28,0.03,0.09,0.05,0.97,0,0.15
Time evolution of nanoparticle-protein corona in human plasma: Relevance for targeted drug delivery,DC-Chol-DOPE,none,130,55,HP,50,500,14000,15,25,liposome,sphere,water,7,130,0.2,buffer,1,37,1,Neutral,,0,0.16,0,0.04,0.02,0.69,0,0.21
Time-evolution of in vivo protein corona onto blood-circulating PEGylated liposomal doxorubicin (DOXIL) nanoparticles,HSPC-Chol-DSPE,PEG,87,-36.2,RP,100,500,1300,12,4,liposome,sphere,plasma,7.4,114,0.056,water,0.166666667,37,1,Neutral,,3.31,2.35,0,0,0,0,0,0
Time-evolution of in vivo protein corona onto blood-circulating PEGylated liposomal doxorubicin (DOXIL) nanoparticles,HSPC-Chol-DSPE,PEG,115.46,-36.2,RP,100,500,1300,12,4,liposome,sphere,plasma,7.4,114,0.056,water,1,37,1,Neutral,,3.25,4.41,0,0,0,0,0,0
Time-evolution of in vivo protein corona onto blood-circulating PEGylated liposomal doxorubicin (DOXIL) nanoparticles,HSPC-Chol-DSPE,PEG,80.33,-36.2,RP,100,500,1300,12,4,liposome,sphere,plasma,7.4,114,0.056,water,3,37,1,Neutral,,2.14,1.5,0,0,0,0,0,0
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-11.6,FBS,50,500,15000,20,25,other,sphere,plasma,7.4,235,0.126944444,buffer,0.008333333,37,1,Neutral,,2.88,26.63,0,0.57,0,0,0,0
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-11.6,FBS,50,500,15000,20,25,other,sphere,plasma,7.4,235,0.126944444,buffer,0.083333333,37,1,Neutral,,3.04,26.33,0,0.5,0,0,0,0
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-11.6,FBS,50,500,15000,20,25,other,sphere,plasma,7.4,235,0.126944444,buffer,0.25,37,1,Neutral,,2.35,24.67,0,0.25,0,0,0,0
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-11.6,FBS,50,500,15000,20,25,other,sphere,plasma,7.4,235,0.126944444,buffer,0.5,37,1,Neutral,,2.61,22.54,0,0.22,0,0,0,0
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-11.6,FBS,50,500,15000,20,25,other,sphere,plasma,7.4,235,0.126944444,buffer,1,37,1,Neutral,,3.73,20.74,0,0.27,0,0,0,0
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-11.6,FBS,50,500,15000,20,25,other,sphere,plasma,7.4,235,0.126944444,buffer,2,37,1,Neutral,,3.56,19.05,0,0.55,0,0,0,0
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-11.6,FBS,50,500,15000,20,25,other,sphere,plasma,7.4,235,0.126944444,buffer,8,37,1,Neutral,,3.96,19.31,0,0.23,0,0,0,0
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-11.6,FBS,50,500,15000,20,25,other,sphere,plasma,7.4,235,0.126944444,buffer,24,37,1,Neutral,,4.32,18.85,0,0.16,0,0,0,0
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-11.6,FBS,50,500,15000,20,25,other,sphere,plasma,7.4,235,0.126944444,buffer,48,37,1,Neutral,,4.67,18.96,0,0.23,0,0,0,0
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-11.6,FBS,50,500,15000,20,25,other,sphere,plasma,7.4,235,0.126944444,buffer,168,37,1,Neutral,,4.69,16.71,0,0.23,0,0,0,0
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-15.1,HS,50,500,15000,20,25,other,sphere,plasma,7.4,190,0.126944444,buffer,0.008333333,37,1,Neutral,,3.31,28.82,0.58,0.5,0.19,0.4,0,0.05
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-15.1,HS,50,500,15000,20,25,other,sphere,plasma,7.4,190,0.126944444,buffer,0.083333333,37,1,Neutral,,3.4,29.58,0.52,0.48,0.2,0.43,0,0.09
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-15.1,HS,50,500,15000,20,25,other,sphere,plasma,7.4,190,0.126944444,buffer,0.25,37,1,Neutral,,3.18,28.86,0.64,0.5,0.22,0.34,0,0.1
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-15.1,HS,50,500,15000,20,25,other,sphere,plasma,7.4,190,0.126944444,buffer,0.5,37,1,Neutral,,3.23,29.8,0.52,0.5,0.17,0.3,0,0.12
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-15.1,HS,50,500,15000,20,25,other,sphere,plasma,7.4,190,0.126944444,buffer,1,37,1,Neutral,,3.38,27.45,0.28,0.27,0.08,0.14,0,0.02
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-15.1,HS,50,500,15000,20,25,other,sphere,plasma,7.4,190,0.126944444,buffer,2,37,1,Neutral,,3.68,26.59,0.38,0.4,0.11,0.15,0,0.05
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-15.1,HS,50,500,15000,20,25,other,sphere,plasma,7.4,190,0.126944444,buffer,8,37,1,Neutral,,3.77,26.87,0.21,0.16,0.03,0.09,0,0.01
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-15.1,HS,50,500,15000,20,25,other,sphere,plasma,7.4,190,0.126944444,buffer,24,37,1,Neutral,,4.37,25.52,0.41,0.27,0.11,0.24,0,0.02
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-15.1,HS,50,500,15000,20,25,other,sphere,plasma,7.4,190,0.126944444,buffer,48,37,1,Neutral,,4.73,25.34,0.31,0.25,0.08,0.16,0,0.05
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-15.1,HS,50,500,15000,20,25,other,sphere,plasma,7.4,190,0.126944444,buffer,168,37,1,Neutral,,4.61,27.45,0.38,0.45,0.19,0.2,0,0.04
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-38.7,HS,50,500,15000,20,25,other,sphere,PBS,7.4,159,0.126944444,buffer,0.008333333,37,1,Neutral,,3.31,28.82,0.58,0.5,0.19,0.4,0,0.05
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-38.7,HS,50,500,15000,20,25,other,sphere,PBS,7.4,159,0.126944444,buffer,0.083333333,37,1,Neutral,,3.4,29.58,0.52,0.48,0.2,0.43,0,0.09
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-38.7,HS,50,500,15000,20,25,other,sphere,PBS,7.4,159,0.126944444,buffer,0.25,37,1,Neutral,,3.18,28.86,0.64,0.5,0.22,0.34,0,0.1
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-38.7,HS,50,500,15000,20,25,other,sphere,PBS,7.4,159,0.126944444,buffer,0.5,37,1,Neutral,,3.23,29.8,0.52,0.5,0.17,0.3,0,0.12
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-38.7,HS,50,500,15000,20,25,other,sphere,PBS,7.4,159,0.126944444,buffer,1,37,1,Neutral,,3.38,27.45,0.28,0.27,0.08,0.14,0,0.02
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-38.7,HS,50,500,15000,20,25,other,sphere,PBS,7.4,159,0.126944444,buffer,2,37,1,Neutral,,3.68,26.59,0.38,0.4,0.11,0.15,0,0.05
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-38.7,HS,50,500,15000,20,25,other,sphere,PBS,7.4,159,0.126944444,buffer,8,37,1,Neutral,,3.77,26.87,0.21,0.16,0.03,0.09,0,0.01
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-38.7,HS,50,500,15000,20,25,other,sphere,PBS,7.4,159,0.126944444,buffer,24,37,1,Neutral,,4.37,25.52,0.41,0.27,0.11,0.24,0,0.02
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-38.7,HS,50,500,15000,20,25,other,sphere,PBS,7.4,159,0.126944444,buffer,48,37,1,Neutral,,4.73,25.34,0.31,0.25,0.08,0.16,0,0.05
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-38.7,HS,50,500,15000,20,25,other,sphere,PBS,7.4,159,0.126944444,buffer,168,37,1,Neutral,,4.61,27.45,0.38,0.45,0.19,0.2,0,0.04
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-38.7,FBS,50,500,15000,20,25,other,sphere,PBS,7.4,159,0.126944444,buffer,0.008333333,37,1,Neutral,,2.88,26.63,0,0.57,0,0,0,0
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-38.7,FBS,50,500,15000,20,25,other,sphere,PBS,7.4,159,0.126944444,buffer,0.083333333,37,1,Neutral,,3.04,26.33,0,0.5,0,0,0,0
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-38.7,FBS,50,500,15000,20,25,other,sphere,PBS,7.4,159,0.126944444,buffer,0.25,37,1,Neutral,,2.35,24.67,0,0.25,0,0,0,0
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-38.7,FBS,50,500,15000,20,25,other,sphere,PBS,7.4,159,0.126944444,buffer,0.5,37,1,Neutral,,2.61,22.54,0,0.22,0,0,0,0
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-38.7,FBS,50,500,15000,20,25,other,sphere,PBS,7.4,159,0.126944444,buffer,1,37,1,Neutral,,3.73,20.74,0,0.27,0,0,0,0
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-38.7,FBS,50,500,15000,20,25,other,sphere,PBS,7.4,159,0.126944444,buffer,2,37,1,Neutral,,3.56,19.05,0,0.55,0,0,0,0
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-38.7,FBS,50,500,15000,20,25,other,sphere,PBS,7.4,159,0.126944444,buffer,8,37,1,Neutral,,3.96,19.31,0,0.23,0,0,0,0
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-38.7,FBS,50,500,15000,20,25,other,sphere,PBS,7.4,159,0.126944444,buffer,24,37,1,Neutral,,4.32,18.85,0,0.16,0,0,0,0
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-38.7,FBS,50,500,15000,20,25,other,sphere,PBS,7.4,159,0.126944444,buffer,48,37,1,Neutral,,4.67,18.96,0,0.23,0,0,0,0
The timeline of corona formation around silica nanocarriers highlights the role of the protein interactome,SiO2,none,103,-38.7,FBS,50,500,15000,20,25,other,sphere,PBS,7.4,159,0.126944444,buffer,168,37,1,Neutral,,4.69,16.71,0,0.23,0,0,0,0
Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,none,14,-13.5,FBS,10,913.8369,20000,30,10,metal,rod,plasma,7.4,16,0.126944444,buffer,1,45,1,Neutral,,10,3.8,0,0,0,0,0,0
Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,none,14,-13.5,FBS,10,913.8369,20000,30,10,metal,rod,plasma,7.4,16,0.126944444,buffer,1,55,1,Neutral,,8.4,9.4,0,0,0,0,0,0
Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,none,14,-13.5,FBS,100,913.8369,20000,30,10,metal,rod,plasma,7.4,16,0.126944444,buffer,1,45,1,Neutral,,8.4,6.7,0,0,0,0,0,0
Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,none,14,-13.5,FBS,100,913.8369,20000,30,10,metal,rod,plasma,7.4,16,0.126944444,buffer,1,55,1,Neutral,,4.2,6.6,0,0,0,0,0,0
Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,none,14,-13.5,FBS,10,913.8369,20000,30,10,metal,rod,plasma,7.4,16,0.126944444,buffer,1,45,1,Neutral,,9.97,3.76,0,0,0,0,0,0
Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,none,14,-13.5,FBS,10,913.8369,20000,30,10,metal,rod,plasma,7.4,16,0.126944444,buffer,1,55,1,Neutral,,8.4,9.42,0,0,0,0,0,0
Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,none,14,-13.5,FBS,100,913.8369,20000,30,10,metal,rod,plasma,7.4,16,0.126944444,buffer,1,45,1,Neutral,,8.37,6.69,0,0,0,0,0,0
Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,none,14,-13.5,FBS,100,913.8369,20000,30,10,metal,rod,plasma,7.4,16,0.126944444,buffer,1,55,1,Neutral,,4.21,6.57,0,0,0,0,0,0
Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,none,14,-18.9,FBS,10,913.8369,20000,30,10,metal,rod,plasma,7.4,16,0.126944444,buffer,1,37,1,Neutral,,15,5.4,0,0,0,0,0,0
Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,none,14,-18.9,FBS,10,913.8369,20000,30,10,metal,rod,plasma,7.4,16,0.126944444,buffer,1,55,1,Neutral,,6.9,9.8,0,0,0,0,0,0
Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,none,14,-18.9,FBS,100,913.8369,20000,30,10,metal,rod,plasma,7.4,16,0.126944444,buffer,1,37,1,Neutral,,4.2,8.7,0,0,0,0,0,0
Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,none,14,-18.9,FBS,100,913.8369,20000,30,10,metal,rod,plasma,7.4,16,0.126944444,buffer,1,55,1,Neutral,,3.6,9.1,0,0,0,0,0,0
Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,none,14,-18.9,FBS,10,913.8369,20000,30,10,metal,rod,plasma,7.4,16,0.126944444,buffer,1,37,1,Neutral,,14.95,5.43,0,0,0,0,0,0
Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,none,14,-18.9,FBS,10,913.8369,20000,30,10,metal,rod,plasma,7.4,16,0.126944444,buffer,1,55,1,Neutral,,6.88,9.75,0,0,0,0,0,0
Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,none,14,-18.9,FBS,100,913.8369,20000,30,10,metal,rod,plasma,7.4,16,0.126944444,buffer,1,37,1,Neutral,,4.15,7.72,0,0,0,0,0,0
Variation of protein corona composition of gold nanoparticles following plasmonic heating,Au,none,14,-18.9,FBS,100,913.8369,20000,30,10,metal,rod,plasma,7.4,16,0.126944444,buffer,1,55,1,Neutral,,3.58,9.12,0,0,0,0,0,0
Variations in biocorona formation related to defects in the structure of single walled carbon nanotubes and the hyperlipidemic disease state,SWCNT,none,1.45,-13.5,RS,10,1000,14000,10,25,carbon,tube,PBS,7.4,1.45,0.126944444,water,8,4,1,Neutral,,1.004603433,1.030977271,0,0,0,0,0,0
Variations in biocorona formation related to defects in the structure of single walled carbon nanotubes and the hyperlipidemic disease state,SWCNT,none,1.45,-13.5,RS,10,1000,14000,10,25,carbon,tube,PBS,7.4,1.45,0.126944444,water,8,4,1,Neutral,,0.852623532,0.689939042,0,0,0,0,0,0
Variations in biocorona formation related to defects in the structure of single walled carbon nanotubes and the hyperlipidemic disease state,SWCNT,none,1.45,-13.5,RS,10,1000,14000,10,25,carbon,tube,PBS,7.4,1.45,0.126944444,water,8,4,1,Neutral,,0.960755187,0.855335665,1.157218841,0.90325363,0.920024917,0,0,0
Variations in biocorona formation related to defects in the structure of single walled carbon nanotubes and the hyperlipidemic disease state,SWCNT,none,1.45,-13.5,RS,10,1000,14000,10,25,carbon,tube,PBS,7.4,1.45,0.126944444,water,8,4,1,Neutral,,1.090975368,1.119616727,0,0,2.174139457,0,0,0
Variations in biocorona formation related to defects in the structure of single walled carbon nanotubes and the hyperlipidemic disease state,SWCNT,none,1.45,-13.5,RS,10,1000,14000,10,25,carbon,tube,PBS,7.4,1.45,0.126944444,water,8,4,1,Neutral,,0.675465281,0.876667705,0,1.331768426,0.455100721,0,0,0
Variations in biocorona formation related to defects in the structure of single walled carbon nanotubes and the hyperlipidemic disease state,SWCNT,none,1.45,-13.5,RS,10,1000,14000,10,25,carbon,tube,PBS,7.4,1.45,0.126944444,water,8,4,1,Neutral,,1.155862069,1.186206897,0,0,2.303448276,0,0,0
Variations in biocorona formation related to defects in the structure of single walled carbon nanotubes and the hyperlipidemic disease state,SWCNT,none,1.45,-13.5,RS,10,1000,14000,10,25,carbon,tube,PBS,7.4,1.45,0.126944444,water,8,4,1,Neutral,,1.025376908,0.711677123,1.474857196,0.903642663,0,0,0,0.66485626
Variations in biocorona formation related to defects in the structure of single walled carbon nanotubes and the hyperlipidemic disease state,SWCNT,none,1.45,-13.5,RS,10,1000,14000,10,25,carbon,tube,PBS,7.4,1.45,0.126944444,water,8,4,1,Neutral,,1.088622723,1.117202318,0,0,0,0,0,0
Variations in biocorona formation related to defects in the structure of single walled carbon nanotubes and the hyperlipidemic disease state,SWCNT,none,1.45,-13.5,RS,10,1000,14000,10,25,carbon,tube,PBS,7.4,1.45,0.126944444,water,8,4,1,Neutral,,1.224479139,0.976450316,0,0.908568743,0,0,0,0
Variations in biocorona formation related to defects in the structure of single walled carbon nanotubes and the hyperlipidemic disease state,SWCNT,none,1.45,-13.5,RS,10,1000,14000,10,25,carbon,tube,PBS,7.4,1.45,0.126944444,water,8,4,1,Neutral,,1.270736663,1.304097292,0,0,0,0,0,0
Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,none,73,-13.5,HS,77,10000,20000,60,4,other,sphere,water,7,73,0.126944444,buffer,1,37,1,Neutral,,1.75,40.84,0,0,0,0,0,0
Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,none,73,-13.5,HS,77,10000,20000,60,4,other,sphere,water,7,73,0.126944444,buffer,1,37,1,Neutral,,8.65,6.94,0,0,0,0,0,0
Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,none,73,-13.5,HS,77,10000,20000,60,4,other,sphere,water,7,73,0.126944444,buffer,1,37,1,Neutral,,10.29,3.54,0,0,0,0,0,0
Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,none,73,-13.5,HS,77,10000,20000,60,4,other,sphere,water,7,73,0.126944444,buffer,1,37,1,Neutral,,12.9,1.65,0,0,0,0,0,0
Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,COOH,70,-13.5,HS,77,10000,20000,60,4,other,sphere,water,7,70,0.126944444,buffer,1,37,1,Anionic,,2.02,47.74,0,0,0,0,0,0
Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,COOH,70,-13.5,HS,77,10000,20000,60,4,other,sphere,water,7,70,0.126944444,buffer,1,37,1,Anionic,,3.28,0.69,0,0,0,0,0.37,0
Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,NH2,74,-13.5,HS,77,10000,20000,60,4,other,sphere,water,7,74,0.126944444,buffer,1,37,1,Anionic,,2.46,49.31,0,0,0,0,0,0
Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,NH2,74,-13.5,HS,77,10000,20000,60,4,other,sphere,water,7,74,0.126944444,buffer,1,37,1,Anionic,,8.58,1.31,0,0,0,0,0,0
Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,none,73,-13.5,HS,77,10000,20000,60,4,other,sphere,water,7,73,0.126944444,buffer,1,37,1,Neutral,,1.75,40.84,0,0,0,0,0,0
Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,none,73,-13.5,HS,77,10000,20000,60,4,other,sphere,water,7,73,0.126944444,buffer,1,37,1,Neutral,,8.65,6.94,0,0,0,0,0,0
Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,none,73,-13.5,HS,77,10000,20000,60,4,other,sphere,water,7,73,0.126944444,buffer,1,37,1,Neutral,,10.29,3.54,0,0,0,0,0,0
Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,none,73,-13.5,HS,77,10000,20000,60,4,other,sphere,water,7,73,0.126944444,buffer,1,37,1,Neutral,,12.9,1.65,0,0,0,0,0,0
Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,COOH,70,-13.5,HS,77,10000,20000,60,4,other,sphere,water,7,70,0.126944444,buffer,1,37,1,Anionic,,2.02,47.74,0,0,0,0,0,0
Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,COOH,70,-13.5,HS,77,10000,20000,60,4,other,sphere,water,7,70,0.126944444,buffer,1,37,1,Anionic,,3.28,0.69,0,0,0,0,0.37,0
Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,NH2,74,-13.5,HS,77,10000,20000,60,4,other,sphere,water,7,74,0.126944444,buffer,1,37,1,Anionic,,2.46,49.31,0,0,0,0,0,0
Visualization of the protein corona: Towards a biomolecular understanding of nanoparticle-cell-interactions,PS,NH2,74,-13.5,HS,77,10000,20000,60,4,other,sphere,water,7,74,0.126944444,buffer,1,37,1,Anionic,,8.58,1.31,0,0,0,0,0,0
Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,EMT,10,-44,HP,10,40000,24000,30,25,other,sphere,water,7,10,0.126944444,buffer,1,37,1,Neutral,,2.88,5.32,0,0,0,0,0,0
Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,EMT,10,-44,HP,10,40000,24000,30,25,other,sphere,water,7,10,0.126944444,buffer,1,37,1,Neutral,,4.06,5.85,0,0,0,0,0,0
Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,EMT,10,-44,HP,10,80000,24000,30,25,other,sphere,water,7,10,0.126944444,buffer,1,37,1,Neutral,,2.88,5.32,0,0,0,0,0,0
Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,EMT,10,-44,HP,10,80000,24000,30,25,other,sphere,water,7,10,0.126944444,buffer,1,37,1,Neutral,,2.05,5.34,0,0,0,0,0,0
Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,EMT,10,-44,HP,10,120000,24000,30,25,other,sphere,water,7,10,0.126944444,buffer,1,37,1,Neutral,,2.34,5.81,0,0,0,0,0,0
Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,EMT,10,-44,HP,10,120000,24000,30,25,other,sphere,water,7,10,0.126944444,buffer,1,37,1,Neutral,,3,8.43,0,0,0,0,0,0
Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,EMT,10,-44,HP,100,40000,24000,30,25,other,sphere,water,7,10,0.126944444,buffer,1,37,1,Neutral,,7.52,12.52,0,0,0,0,0,0
Zeolite Nanoparticles for Selective Sorption of Plasma Proteins,zeolite,EMT,10,-44,HP,100,40000,24000,30,25,other,sphere,water,7,10,0.126944444,buffer,1,37,1,Neutral,,3.42,13.67,0,0,0,0,0,0
